Vardas              Pavarde             Egzaminas           Rezultatas          
Vardenis8327        Pavardenis8327      2                   1.2                 
Vardenis8549        Pavardenis8549      2                   1.2                 
Vardenis8605        Pavardenis8605      2                   1.2                 
Vardenis9175        Pavardenis9175      2                   1.2                 
Vardenis9723        Pavardenis9723      2                   1.2                 
Vardenis9852        Pavardenis9852      2                   1.2                 
Vardenis9951        Pavardenis9951      2                   1.2                 
Vardenis248         Pavardenis248       2                   1.2                 
Vardenis669         Pavardenis669       2                   1.2                 
Vardenis674         Pavardenis674       2                   1.2                 
Vardenis1305        Pavardenis1305      2                   1.2                 
Vardenis1405        Pavardenis1405      2                   1.2                 
Vardenis1575        Pavardenis1575      2                   1.2                 
Vardenis1613        Pavardenis1613      2                   1.2                 
Vardenis1889        Pavardenis1889      2                   1.2                 
Vardenis1946        Pavardenis1946      2                   1.2                 
Vardenis2115        Pavardenis2115      2                   1.2                 
Vardenis2200        Pavardenis2200      2                   1.2                 
Vardenis2283        Pavardenis2283      2                   1.2                 
Vardenis2471        Pavardenis2471      2                   1.2                 
Vardenis2477        Pavardenis2477      2                   1.2                 
Vardenis2663        Pavardenis2663      2                   1.2                 
Vardenis2735        Pavardenis2735      2                   1.2                 
Vardenis3538        Pavardenis3538      2                   1.2                 
Vardenis3748        Pavardenis3748      2                   1.2                 
Vardenis4412        Pavardenis4412      2                   1.2                 
Vardenis4539        Pavardenis4539      2                   1.2                 
Vardenis5230        Pavardenis5230      2                   1.2                 
Vardenis5443        Pavardenis5443      2                   1.2                 
Vardenis5912        Pavardenis5912      2                   1.2                 
Vardenis5975        Pavardenis5975      2                   1.2                 
Vardenis6731        Pavardenis6731      2                   1.2                 
Vardenis6830        Pavardenis6830      2                   1.2                 
Vardenis6964        Pavardenis6964      2                   1.2                 
Vardenis7412        Pavardenis7412      2                   1.2                 
Vardenis7961        Pavardenis7961      2                   1.2                 
Vardenis8430        Pavardenis8430      2                   1.2                 
Vardenis8628        Pavardenis8628      2                   1.2                 
Vardenis9378        Pavardenis9378      2                   1.2                 
Vardenis9391        Pavardenis9391      2                   1.2                 
Vardenis9640        Pavardenis9640      2                   1.2                 
Vardenis9795        Pavardenis9795      2                   1.2                 
Vardenis39          Pavardenis39        2                   1.2                 
Vardenis337         Pavardenis337       2                   1.2                 
Vardenis778         Pavardenis778       2                   1.2                 
Vardenis834         Pavardenis834       2                   1.2                 
Vardenis944         Pavardenis944       2                   1.2                 
Vardenis1875        Pavardenis1875      2                   1.2                 
Vardenis1962        Pavardenis1962      2                   1.2                 
Vardenis2113        Pavardenis2113      2                   1.2                 
Vardenis2235        Pavardenis2235      2                   1.2                 
Vardenis2497        Pavardenis2497      2                   1.2                 
Vardenis2697        Pavardenis2697      2                   1.2                 
Vardenis2826        Pavardenis2826      2                   1.2                 
Vardenis2939        Pavardenis2939      2                   1.2                 
Vardenis3420        Pavardenis3420      2                   1.2                 
Vardenis3438        Pavardenis3438      2                   1.2                 
Vardenis3613        Pavardenis3613      2                   1.2                 
Vardenis4053        Pavardenis4053      2                   1.2                 
Vardenis4606        Pavardenis4606      2                   1.2                 
Vardenis4687        Pavardenis4687      2                   1.2                 
Vardenis5344        Pavardenis5344      2                   1.2                 
Vardenis5388        Pavardenis5388      2                   1.2                 
Vardenis5520        Pavardenis5520      2                   1.2                 
Vardenis6390        Pavardenis6390      2                   1.2                 
Vardenis6634        Pavardenis6634      2                   1.2                 
Vardenis7267        Pavardenis7267      2                   1.2                 
Vardenis7372        Pavardenis7372      2                   1.2                 
Vardenis7428        Pavardenis7428      2                   1.2                 
Vardenis7744        Pavardenis7744      2                   1.2                 
Vardenis8074        Pavardenis8074      2                   1.2                 
Vardenis8089        Pavardenis8089      2                   1.2                 
Vardenis8463        Pavardenis8463      2                   1.2                 
Vardenis8564        Pavardenis8564      2                   1.2                 
Vardenis9087        Pavardenis9087      2                   1.2                 
Vardenis9362        Pavardenis9362      2                   1.2                 
Vardenis9386        Pavardenis9386      2                   1.2                 
Vardenis9499        Pavardenis9499      2                   1.2                 
Vardenis103         Pavardenis103       2                   1.2                 
Vardenis773         Pavardenis773       2                   1.2                 
Vardenis1951        Pavardenis1951      2                   1.2                 
Vardenis2070        Pavardenis2070      2                   1.2                 
Vardenis2451        Pavardenis2451      2                   1.2                 
Vardenis2838        Pavardenis2838      2                   1.2                 
Vardenis3499        Pavardenis3499      2                   1.2                 
Vardenis4011        Pavardenis4011      2                   1.2                 
Vardenis4179        Pavardenis4179      2                   1.2                 
Vardenis4321        Pavardenis4321      2                   1.2                 
Vardenis4406        Pavardenis4406      2                   1.2                 
Vardenis4431        Pavardenis4431      2                   1.2                 
Vardenis4719        Pavardenis4719      2                   1.2                 
Vardenis4776        Pavardenis4776      2                   1.2                 
Vardenis4919        Pavardenis4919      2                   1.2                 
Vardenis5167        Pavardenis5167      2                   1.2                 
Vardenis5396        Pavardenis5396      2                   1.2                 
Vardenis5460        Pavardenis5460      2                   1.2                 
Vardenis5806        Pavardenis5806      2                   1.2                 
Vardenis5869        Pavardenis5869      2                   1.2                 
Vardenis6217        Pavardenis6217      2                   1.2                 
Vardenis6519        Pavardenis6519      2                   1.2                 
Vardenis6724        Pavardenis6724      2                   1.2                 
Vardenis6945        Pavardenis6945      2                   1.2                 
Vardenis7394        Pavardenis7394      2                   1.2                 
Vardenis7473        Pavardenis7473      2                   1.2                 
Vardenis7642        Pavardenis7642      2                   1.2                 
Vardenis8040        Pavardenis8040      2                   1.2                 
Vardenis8095        Pavardenis8095      2                   1.2                 
Vardenis8182        Pavardenis8182      2                   1.2                 
Vardenis8532        Pavardenis8532      2                   1.2                 
Vardenis8567        Pavardenis8567      2                   1.2                 
Vardenis8924        Pavardenis8924      2                   1.2                 
Vardenis9521        Pavardenis9521      2                   1.2                 
Vardenis9700        Pavardenis9700      2                   1.2                 
Vardenis9763        Pavardenis9763      2                   1.2                 
Vardenis9911        Pavardenis9911      2                   1.2                 
Vardenis30          Pavardenis30        2                   1.2                 
Vardenis34          Pavardenis34        2                   1.2                 
Vardenis208         Pavardenis208       2                   1.2                 
Vardenis294         Pavardenis294       2                   1.2                 
Vardenis329         Pavardenis329       2                   1.2                 
Vardenis2045        Pavardenis2045      2                   1.2                 
Vardenis2553        Pavardenis2553      2                   1.2                 
Vardenis2751        Pavardenis2751      2                   1.2                 
Vardenis2791        Pavardenis2791      2                   1.2                 
Vardenis4056        Pavardenis4056      2                   1.2                 
Vardenis4292        Pavardenis4292      2                   1.2                 
Vardenis4921        Pavardenis4921      2                   1.2                 
Vardenis5074        Pavardenis5074      2                   1.2                 
Vardenis6529        Pavardenis6529      2                   1.2                 
Vardenis6907        Pavardenis6907      2                   1.2                 
Vardenis6951        Pavardenis6951      2                   1.2                 
Vardenis7035        Pavardenis7035      2                   1.2                 
Vardenis7720        Pavardenis7720      2                   1.2                 
Vardenis7775        Pavardenis7775      2                   1.2                 
Vardenis7818        Pavardenis7818      2                   1.2                 
Vardenis7893        Pavardenis7893      2                   1.2                 
Vardenis7966        Pavardenis7966      2                   1.2                 
Vardenis8147        Pavardenis8147      2                   1.2                 
Vardenis9658        Pavardenis9658      2                   1.2                 
Vardenis9687        Pavardenis9687      2                   1.2                 
Vardenis9698        Pavardenis9698      2                   1.2                 
Vardenis9771        Pavardenis9771      2                   1.2                 
Vardenis9876        Pavardenis9876      2                   1.2                 
Vardenis68          Pavardenis68        2                   1.2                 
Vardenis414         Pavardenis414       2                   1.2                 
Vardenis698         Pavardenis698       2                   1.2                 
Vardenis722         Pavardenis722       2                   1.2                 
Vardenis819         Pavardenis819       2                   1.2                 
Vardenis861         Pavardenis861       2                   1.2                 
Vardenis873         Pavardenis873       2                   1.2                 
Vardenis1052        Pavardenis1052      2                   1.2                 
Vardenis1061        Pavardenis1061      2                   1.2                 
Vardenis1179        Pavardenis1179      2                   1.2                 
Vardenis1706        Pavardenis1706      2                   1.2                 
Vardenis1887        Pavardenis1887      2                   1.2                 
Vardenis2161        Pavardenis2161      2                   1.2                 
Vardenis2602        Pavardenis2602      2                   1.2                 
Vardenis2807        Pavardenis2807      2                   1.2                 
Vardenis3163        Pavardenis3163      2                   1.2                 
Vardenis3573        Pavardenis3573      2                   1.2                 
Vardenis3586        Pavardenis3586      2                   1.2                 
Vardenis3934        Pavardenis3934      2                   1.2                 
Vardenis3958        Pavardenis3958      2                   1.2                 
Vardenis4354        Pavardenis4354      2                   1.2                 
Vardenis4411        Pavardenis4411      2                   1.2                 
Vardenis4537        Pavardenis4537      2                   1.2                 
Vardenis5277        Pavardenis5277      2                   1.2                 
Vardenis5802        Pavardenis5802      2                   1.2                 
Vardenis5853        Pavardenis5853      2                   1.2                 
Vardenis5933        Pavardenis5933      2                   1.2                 
Vardenis6247        Pavardenis6247      2                   1.2                 
Vardenis6280        Pavardenis6280      2                   1.2                 
Vardenis6814        Pavardenis6814      2                   1.2                 
Vardenis6929        Pavardenis6929      2                   1.2                 
Vardenis7079        Pavardenis7079      2                   1.2                 
Vardenis7551        Pavardenis7551      2                   1.2                 
Vardenis8180        Pavardenis8180      2                   1.2                 
Vardenis8236        Pavardenis8236      2                   1.2                 
Vardenis8277        Pavardenis8277      2                   1.2                 
Vardenis8753        Pavardenis8753      2                   1.2                 
Vardenis9383        Pavardenis9383      2                   1.2                 
Vardenis9546        Pavardenis9546      2                   1.2                 
Vardenis9548        Pavardenis9548      2                   1.2                 
Vardenis9816        Pavardenis9816      2                   1.2                 
Vardenis273         Pavardenis273       2                   1.2                 
Vardenis388         Pavardenis388       2                   1.2                 
Vardenis420         Pavardenis420       2                   1.2                 
Vardenis1116        Pavardenis1116      2                   1.2                 
Vardenis1845        Pavardenis1845      2                   1.2                 
Vardenis2226        Pavardenis2226      2                   1.2                 
Vardenis3372        Pavardenis3372      2                   1.2                 
Vardenis3576        Pavardenis3576      2                   1.2                 
Vardenis3709        Pavardenis3709      2                   1.2                 
Vardenis3710        Pavardenis3710      2                   1.2                 
Vardenis4517        Pavardenis4517      2                   1.2                 
Vardenis4534        Pavardenis4534      2                   1.2                 
Vardenis4887        Pavardenis4887      2                   1.2                 
Vardenis5883        Pavardenis5883      2                   1.2                 
Vardenis6704        Pavardenis6704      2                   1.2                 
Vardenis6815        Pavardenis6815      2                   1.2                 
Vardenis7015        Pavardenis7015      2                   1.2                 
Vardenis7389        Pavardenis7389      2                   1.2                 
Vardenis7495        Pavardenis7495      2                   1.2                 
Vardenis7619        Pavardenis7619      2                   1.2                 
Vardenis7906        Pavardenis7906      2                   1.2                 
Vardenis8306        Pavardenis8306      2                   1.2                 
Vardenis8818        Pavardenis8818      2                   1.2                 
Vardenis8900        Pavardenis8900      2                   1.2                 
Vardenis8975        Pavardenis8975      2                   1.2                 
Vardenis8993        Pavardenis8993      2                   1.2                 
Vardenis9052        Pavardenis9052      2                   1.2                 
Vardenis9213        Pavardenis9213      2                   1.2                 
Vardenis9230        Pavardenis9230      2                   1.2                 
Vardenis9360        Pavardenis9360      2                   1.2                 
Vardenis9425        Pavardenis9425      2                   1.2                 
Vardenis9734        Pavardenis9734      2                   1.2                 
Vardenis48          Pavardenis48        2                   1.2                 
Vardenis259         Pavardenis259       2                   1.2                 
Vardenis286         Pavardenis286       2                   1.2                 
Vardenis296         Pavardenis296       2                   1.2                 
Vardenis745         Pavardenis745       2                   1.2                 
Vardenis1139        Pavardenis1139      2                   1.2                 
Vardenis1167        Pavardenis1167      2                   1.2                 
Vardenis1634        Pavardenis1634      2                   1.2                 
Vardenis1668        Pavardenis1668      2                   1.2                 
Vardenis1672        Pavardenis1672      2                   1.2                 
Vardenis1711        Pavardenis1711      2                   1.2                 
Vardenis1741        Pavardenis1741      2                   1.2                 
Vardenis2923        Pavardenis2923      2                   1.2                 
Vardenis2959        Pavardenis2959      2                   1.2                 
Vardenis3566        Pavardenis3566      2                   1.2                 
Vardenis3604        Pavardenis3604      2                   1.2                 
Vardenis3701        Pavardenis3701      2                   1.2                 
Vardenis4012        Pavardenis4012      2                   1.2                 
Vardenis4401        Pavardenis4401      2                   1.2                 
Vardenis4501        Pavardenis4501      2                   1.2                 
Vardenis4549        Pavardenis4549      2                   1.2                 
Vardenis4721        Pavardenis4721      2                   1.2                 
Vardenis5027        Pavardenis5027      2                   1.2                 
Vardenis5407        Pavardenis5407      2                   1.2                 
Vardenis5489        Pavardenis5489      2                   1.2                 
Vardenis5701        Pavardenis5701      2                   1.2                 
Vardenis5787        Pavardenis5787      2                   1.2                 
Vardenis5811        Pavardenis5811      2                   1.2                 
Vardenis5897        Pavardenis5897      2                   1.2                 
Vardenis6194        Pavardenis6194      2                   1.2                 
Vardenis6284        Pavardenis6284      2                   1.2                 
Vardenis6437        Pavardenis6437      2                   1.2                 
Vardenis6566        Pavardenis6566      2                   1.2                 
Vardenis6975        Pavardenis6975      2                   1.2                 
Vardenis6985        Pavardenis6985      2                   1.2                 
Vardenis7322        Pavardenis7322      2                   1.2                 
Vardenis7476        Pavardenis7476      2                   1.2                 
Vardenis7827        Pavardenis7827      2                   1.2                 
Vardenis7877        Pavardenis7877      2                   1.2                 
Vardenis8171        Pavardenis8171      2                   1.2                 
Vardenis8326        Pavardenis8326      2                   1.2                 
Vardenis8629        Pavardenis8629      2                   1.2                 
Vardenis8740        Pavardenis8740      2                   1.2                 
Vardenis8770        Pavardenis8770      2                   1.2                 
Vardenis8795        Pavardenis8795      2                   1.2                 
Vardenis8962        Pavardenis8962      2                   1.2                 
Vardenis8999        Pavardenis8999      2                   1.2                 
Vardenis9556        Pavardenis9556      2                   1.2                 
Vardenis9578        Pavardenis9578      2                   1.2                 
Vardenis9837        Pavardenis9837      2                   1.2                 
Vardenis42          Pavardenis42        2                   1.2                 
Vardenis931         Pavardenis931       2                   1.2                 
Vardenis1308        Pavardenis1308      2                   1.2                 
Vardenis1365        Pavardenis1365      2                   1.2                 
Vardenis1970        Pavardenis1970      2                   1.2                 
Vardenis2024        Pavardenis2024      2                   1.2                 
Vardenis2605        Pavardenis2605      2                   1.2                 
Vardenis2927        Pavardenis2927      2                   1.2                 
Vardenis2956        Pavardenis2956      2                   1.2                 
Vardenis3053        Pavardenis3053      2                   1.2                 
Vardenis3213        Pavardenis3213      2                   1.2                 
Vardenis3462        Pavardenis3462      2                   1.2                 
Vardenis3816        Pavardenis3816      2                   1.2                 
Vardenis4430        Pavardenis4430      2                   1.2                 
Vardenis4502        Pavardenis4502      2                   1.2                 
Vardenis4724        Pavardenis4724      2                   1.2                 
Vardenis5732        Pavardenis5732      2                   1.2                 
Vardenis5785        Pavardenis5785      2                   1.2                 
Vardenis5910        Pavardenis5910      2                   1.2                 
Vardenis5993        Pavardenis5993      2                   1.2                 
Vardenis6060        Pavardenis6060      2                   1.2                 
Vardenis6063        Pavardenis6063      2                   1.2                 
Vardenis6983        Pavardenis6983      2                   1.2                 
Vardenis7262        Pavardenis7262      2                   1.2                 
Vardenis7392        Pavardenis7392      2                   1.2                 
Vardenis7527        Pavardenis7527      2                   1.2                 
Vardenis7658        Pavardenis7658      2                   1.2                 
Vardenis8008        Pavardenis8008      2                   1.2                 
Vardenis8123        Pavardenis8123      2                   1.2                 
Vardenis9236        Pavardenis9236      2                   1.2                 
Vardenis9364        Pavardenis9364      2                   1.2                 
Vardenis9627        Pavardenis9627      2                   1.2                 
Vardenis9685        Pavardenis9685      2                   1.2                 
Vardenis166         Pavardenis166       2                   1.2                 
Vardenis304         Pavardenis304       2                   1.2                 
Vardenis311         Pavardenis311       2                   1.2                 
Vardenis413         Pavardenis413       2                   1.2                 
Vardenis518         Pavardenis518       2                   1.2                 
Vardenis870         Pavardenis870       2                   1.2                 
Vardenis982         Pavardenis982       2                   1.2                 
Vardenis988         Pavardenis988       2                   1.2                 
Vardenis1132        Pavardenis1132      2                   1.2                 
Vardenis1173        Pavardenis1173      2                   1.2                 
Vardenis1396        Pavardenis1396      2                   1.2                 
Vardenis1458        Pavardenis1458      2                   1.2                 
Vardenis1720        Pavardenis1720      2                   1.2                 
Vardenis1952        Pavardenis1952      2                   1.2                 
Vardenis2153        Pavardenis2153      2                   1.2                 
Vardenis2763        Pavardenis2763      2                   1.2                 
Vardenis3461        Pavardenis3461      2                   1.2                 
Vardenis4062        Pavardenis4062      2                   1.2                 
Vardenis4125        Pavardenis4125      2                   1.2                 
Vardenis4597        Pavardenis4597      2                   1.2                 
Vardenis4844        Pavardenis4844      2                   1.2                 
Vardenis5285        Pavardenis5285      2                   1.2                 
Vardenis5517        Pavardenis5517      2                   1.2                 
Vardenis5529        Pavardenis5529      2                   1.2                 
Vardenis5951        Pavardenis5951      2                   1.2                 
Vardenis7040        Pavardenis7040      2                   1.2                 
Vardenis7043        Pavardenis7043      2                   1.2                 
Vardenis7500        Pavardenis7500      2                   1.2                 
Vardenis7579        Pavardenis7579      2                   1.2                 
Vardenis7761        Pavardenis7761      2                   1.2                 
Vardenis7844        Pavardenis7844      2                   1.2                 
Vardenis8139        Pavardenis8139      2                   1.2                 
Vardenis8425        Pavardenis8425      2                   1.2                 
Vardenis8550        Pavardenis8550      2                   1.2                 
Vardenis8578        Pavardenis8578      2                   1.2                 
Vardenis8863        Pavardenis8863      2                   1.2                 
Vardenis9554        Pavardenis9554      2                   1.2                 
Vardenis9776        Pavardenis9776      2                   1.2                 
Vardenis9803        Pavardenis9803      2                   1.2                 
Vardenis235         Pavardenis235       2                   1.2                 
Vardenis1747        Pavardenis1747      2                   1.2                 
Vardenis2315        Pavardenis2315      2                   1.2                 
Vardenis2742        Pavardenis2742      2                   1.2                 
Vardenis3044        Pavardenis3044      2                   1.2                 
Vardenis3180        Pavardenis3180      2                   1.2                 
Vardenis3211        Pavardenis3211      2                   1.2                 
Vardenis3537        Pavardenis3537      2                   1.2                 
Vardenis3738        Pavardenis3738      2                   1.2                 
Vardenis3818        Pavardenis3818      2                   1.2                 
Vardenis4608        Pavardenis4608      2                   1.2                 
Vardenis4689        Pavardenis4689      2                   1.2                 
Vardenis5014        Pavardenis5014      2                   1.2                 
Vardenis5023        Pavardenis5023      2                   1.2                 
Vardenis5093        Pavardenis5093      2                   1.2                 
Vardenis5686        Pavardenis5686      2                   1.2                 
Vardenis5916        Pavardenis5916      2                   1.2                 
Vardenis6344        Pavardenis6344      2                   1.2                 
Vardenis6373        Pavardenis6373      2                   1.2                 
Vardenis6876        Pavardenis6876      2                   1.2                 
Vardenis6972        Pavardenis6972      2                   1.2                 
Vardenis7058        Pavardenis7058      2                   1.2                 
Vardenis7136        Pavardenis7136      2                   1.2                 
Vardenis8038        Pavardenis8038      2                   1.2                 
Vardenis8759        Pavardenis8759      2                   1.2                 
Vardenis8764        Pavardenis8764      2                   1.2                 
Vardenis8835        Pavardenis8835      2                   1.2                 
Vardenis9339        Pavardenis9339      2                   1.2                 
Vardenis9645        Pavardenis9645      2                   1.2                 
Vardenis9810        Pavardenis9810      2                   1.2                 
Vardenis9884        Pavardenis9884      2                   1.2                 
Vardenis479         Pavardenis479       2                   1.2                 
Vardenis915         Pavardenis915       2                   1.2                 
Vardenis1439        Pavardenis1439      2                   1.2                 
Vardenis1544        Pavardenis1544      2                   1.2                 
Vardenis1851        Pavardenis1851      2                   1.2                 
Vardenis2525        Pavardenis2525      2                   1.2                 
Vardenis2623        Pavardenis2623      2                   1.2                 
Vardenis3272        Pavardenis3272      2                   1.2                 
Vardenis4457        Pavardenis4457      2                   1.2                 
Vardenis4707        Pavardenis4707      2                   1.2                 
Vardenis5287        Pavardenis5287      2                   1.2                 
Vardenis5400        Pavardenis5400      2                   1.2                 
Vardenis5610        Pavardenis5610      2                   1.2                 
Vardenis5651        Pavardenis5651      2                   1.2                 
Vardenis5704        Pavardenis5704      2                   1.2                 
Vardenis5992        Pavardenis5992      2                   1.2                 
Vardenis6286        Pavardenis6286      2                   1.2                 
Vardenis6374        Pavardenis6374      2                   1.2                 
Vardenis6816        Pavardenis6816      2                   1.2                 
Vardenis7101        Pavardenis7101      2                   1.2                 
Vardenis7665        Pavardenis7665      2                   1.2                 
Vardenis7796        Pavardenis7796      2                   1.2                 
Vardenis8411        Pavardenis8411      2                   1.2                 
Vardenis8595        Pavardenis8595      2                   1.2                 
Vardenis8895        Pavardenis8895      2                   1.2                 
Vardenis9018        Pavardenis9018      2                   1.2                 
Vardenis9778        Pavardenis9778      2                   1.2                 
Vardenis385         Pavardenis385       2                   1.2                 
Vardenis560         Pavardenis560       2                   1.2                 
Vardenis974         Pavardenis974       2                   1.2                 
Vardenis1195        Pavardenis1195      2                   1.2                 
Vardenis2866        Pavardenis2866      2                   1.2                 
Vardenis3122        Pavardenis3122      2                   1.2                 
Vardenis3383        Pavardenis3383      2                   1.2                 
Vardenis3417        Pavardenis3417      2                   1.2                 
Vardenis4328        Pavardenis4328      2                   1.2                 
Vardenis4528        Pavardenis4528      2                   1.2                 
Vardenis5267        Pavardenis5267      2                   1.2                 
Vardenis5482        Pavardenis5482      2                   1.2                 
Vardenis5676        Pavardenis5676      2                   1.2                 
Vardenis5824        Pavardenis5824      2                   1.2                 
Vardenis6025        Pavardenis6025      2                   1.2                 
Vardenis6027        Pavardenis6027      2                   1.2                 
Vardenis6616        Pavardenis6616      2                   1.2                 
Vardenis6626        Pavardenis6626      2                   1.2                 
Vardenis6705        Pavardenis6705      2                   1.2                 
Vardenis6916        Pavardenis6916      2                   1.2                 
Vardenis7835        Pavardenis7835      2                   1.2                 
Vardenis8018        Pavardenis8018      2                   1.2                 
Vardenis8092        Pavardenis8092      2                   1.2                 
Vardenis8298        Pavardenis8298      2                   1.2                 
Vardenis8464        Pavardenis8464      2                   1.2                 
Vardenis8570        Pavardenis8570      2                   1.2                 
Vardenis8784        Pavardenis8784      2                   1.2                 
Vardenis9194        Pavardenis9194      2                   1.2                 
Vardenis9903        Pavardenis9903      2                   1.2                 
Vardenis282         Pavardenis282       2                   1.2                 
Vardenis493         Pavardenis493       2                   1.2                 
Vardenis590         Pavardenis590       2                   1.2                 
Vardenis1145        Pavardenis1145      2                   1.2                 
Vardenis1846        Pavardenis1846      2                   1.2                 
Vardenis2186        Pavardenis2186      2                   1.2                 
Vardenis2631        Pavardenis2631      2                   1.2                 
Vardenis2675        Pavardenis2675      2                   1.2                 
Vardenis3042        Pavardenis3042      2                   1.2                 
Vardenis3962        Pavardenis3962      2                   1.2                 
Vardenis4108        Pavardenis4108      2                   1.2                 
Vardenis4193        Pavardenis4193      2                   1.2                 
Vardenis4640        Pavardenis4640      2                   1.2                 
Vardenis5123        Pavardenis5123      2                   1.2                 
Vardenis5725        Pavardenis5725      2                   1.2                 
Vardenis6475        Pavardenis6475      2                   1.2                 
Vardenis7472        Pavardenis7472      2                   1.2                 
Vardenis7731        Pavardenis7731      2                   1.2                 
Vardenis8130        Pavardenis8130      2                   1.2                 
Vardenis8501        Pavardenis8501      2                   1.2                 
Vardenis9064        Pavardenis9064      2                   1.2                 
Vardenis9165        Pavardenis9165      2                   1.2                 
Vardenis9972        Pavardenis9972      2                   1.2                 
Vardenis4           Pavardenis4         2                   1.2                 
Vardenis266         Pavardenis266       2                   1.2                 
Vardenis349         Pavardenis349       2                   1.2                 
Vardenis361         Pavardenis361       2                   1.2                 
Vardenis532         Pavardenis532       2                   1.2                 
Vardenis1312        Pavardenis1312      2                   1.2                 
Vardenis2395        Pavardenis2395      2                   1.2                 
Vardenis3826        Pavardenis3826      2                   1.2                 
Vardenis3861        Pavardenis3861      2                   1.2                 
Vardenis4531        Pavardenis4531      2                   1.2                 
Vardenis4711        Pavardenis4711      2                   1.2                 
Vardenis4860        Pavardenis4860      2                   1.2                 
Vardenis5029        Pavardenis5029      2                   1.2                 
Vardenis5256        Pavardenis5256      2                   1.2                 
Vardenis5375        Pavardenis5375      2                   1.2                 
Vardenis5611        Pavardenis5611      2                   1.2                 
Vardenis6329        Pavardenis6329      2                   1.2                 
Vardenis7455        Pavardenis7455      2                   1.2                 
Vardenis7655        Pavardenis7655      2                   1.2                 
Vardenis8170        Pavardenis8170      2                   1.2                 
Vardenis8275        Pavardenis8275      2                   1.2                 
Vardenis9098        Pavardenis9098      2                   1.2                 
Vardenis9101        Pavardenis9101      2                   1.2                 
Vardenis9130        Pavardenis9130      2                   1.2                 
Vardenis9350        Pavardenis9350      2                   1.2                 
Vardenis9783        Pavardenis9783      2                   1.2                 
Vardenis9824        Pavardenis9824      2                   1.2                 
Vardenis9976        Pavardenis9976      2                   1.2                 
Vardenis9989        Pavardenis9989      2                   1.2                 
Vardenis62          Pavardenis62        2                   1.2                 
Vardenis74          Pavardenis74        2                   1.2                 
Vardenis693         Pavardenis693       2                   1.2                 
Vardenis1053        Pavardenis1053      2                   1.2                 
Vardenis1454        Pavardenis1454      2                   1.2                 
Vardenis2566        Pavardenis2566      2                   1.2                 
Vardenis2692        Pavardenis2692      2                   1.2                 
Vardenis2708        Pavardenis2708      2                   1.2                 
Vardenis3693        Pavardenis3693      2                   1.2                 
Vardenis4313        Pavardenis4313      2                   1.2                 
Vardenis5145        Pavardenis5145      2                   1.2                 
Vardenis5905        Pavardenis5905      2                   1.2                 
Vardenis5977        Pavardenis5977      2                   1.2                 
Vardenis6056        Pavardenis6056      2                   1.2                 
Vardenis6322        Pavardenis6322      2                   1.2                 
Vardenis6402        Pavardenis6402      2                   1.2                 
Vardenis6745        Pavardenis6745      2                   1.2                 
Vardenis7279        Pavardenis7279      2                   1.2                 
Vardenis7755        Pavardenis7755      2                   1.2                 
Vardenis8449        Pavardenis8449      2                   1.2                 
Vardenis9108        Pavardenis9108      2                   1.2                 
Vardenis9423        Pavardenis9423      2                   1.2                 
Vardenis9612        Pavardenis9612      2                   1.2                 
Vardenis6           Pavardenis6         2                   1.2                 
Vardenis1480        Pavardenis1480      2                   1.2                 
Vardenis5475        Pavardenis5475      2                   1.2                 
Vardenis5927        Pavardenis5927      2                   1.2                 
Vardenis6224        Pavardenis6224      2                   1.2                 
Vardenis6932        Pavardenis6932      2                   1.2                 
Vardenis7690        Pavardenis7690      2                   1.2                 
Vardenis8419        Pavardenis8419      2                   1.2                 
Vardenis8437        Pavardenis8437      2                   1.2                 
Vardenis8670        Pavardenis8670      2                   1.2                 
Vardenis9030        Pavardenis9030      2                   1.2                 
Vardenis9398        Pavardenis9398      2                   1.2                 
Vardenis9740        Pavardenis9740      2                   1.2                 
Vardenis842         Pavardenis842       2                   1.2                 
Vardenis1037        Pavardenis1037      2                   1.2                 
Vardenis1618        Pavardenis1618      2                   1.2                 
Vardenis2702        Pavardenis2702      2                   1.2                 
Vardenis4669        Pavardenis4669      2                   1.2                 
Vardenis5571        Pavardenis5571      2                   1.2                 
Vardenis5741        Pavardenis5741      2                   1.2                 
Vardenis5923        Pavardenis5923      2                   1.2                 
Vardenis6645        Pavardenis6645      2                   1.2                 
Vardenis7865        Pavardenis7865      2                   1.2                 
Vardenis8210        Pavardenis8210      2                   1.2                 
Vardenis392         Pavardenis392       2                   1.2                 
Vardenis684         Pavardenis684       2                   1.2                 
Vardenis1222        Pavardenis1222      2                   1.2                 
Vardenis2269        Pavardenis2269      2                   1.2                 
Vardenis2351        Pavardenis2351      2                   1.2                 
Vardenis2710        Pavardenis2710      2                   1.2                 
Vardenis3260        Pavardenis3260      2                   1.2                 
Vardenis7974        Pavardenis7974      2                   1.2                 
Vardenis8543        Pavardenis8543      2                   1.2                 
Vardenis8580        Pavardenis8580      2                   1.2                 
Vardenis9987        Pavardenis9987      2                   1.2                 
Vardenis1002        Pavardenis1002      2                   1.2                 
Vardenis1063        Pavardenis1063      2                   1.2                 
Vardenis1278        Pavardenis1278      2                   1.2                 
Vardenis2518        Pavardenis2518      2                   1.2                 
Vardenis3496        Pavardenis3496      2                   1.2                 
Vardenis3719        Pavardenis3719      2                   1.2                 
Vardenis3803        Pavardenis3803      2                   1.2                 
