Vardas              Pavarde             Egzaminas           Rezultatas          
Vardenis2872        Pavardenis2872      6                   5.55                
Vardenis2913        Pavardenis2913      6                   5.55                
Vardenis2925        Pavardenis2925      6                   5.55                
Vardenis3077        Pavardenis3077      6                   5.55                
Vardenis3574        Pavardenis3574      6                   5.55                
Vardenis4439        Pavardenis4439      6                   5.55                
Vardenis4987        Pavardenis4987      6                   5.55                
Vardenis5092        Pavardenis5092      6                   5.55                
Vardenis5570        Pavardenis5570      6                   5.55                
Vardenis5891        Pavardenis5891      6                   5.55                
Vardenis6144        Pavardenis6144      6                   5.55                
Vardenis6589        Pavardenis6589      6                   5.55                
Vardenis6799        Pavardenis6799      6                   5.55                
Vardenis6921        Pavardenis6921      6                   5.55                
Vardenis7038        Pavardenis7038      6                   5.55                
Vardenis7511        Pavardenis7511      6                   5.55                
Vardenis7598        Pavardenis7598      6                   5.55                
Vardenis7677        Pavardenis7677      6                   5.55                
Vardenis9392        Pavardenis9392      6                   5.55                
Vardenis9549        Pavardenis9549      6                   5.55                
Vardenis797         Pavardenis797       5                   5.56                
Vardenis909         Pavardenis909       5                   5.56                
Vardenis1715        Pavardenis1715      5                   5.56                
Vardenis2271        Pavardenis2271      5                   5.56                
Vardenis2633        Pavardenis2633      5                   5.56                
Vardenis2665        Pavardenis2665      5                   5.56                
Vardenis3001        Pavardenis3001      5                   5.56                
Vardenis3337        Pavardenis3337      5                   5.56                
Vardenis3381        Pavardenis3381      5                   5.56                
Vardenis3577        Pavardenis3577      5                   5.56                
Vardenis3648        Pavardenis3648      5                   5.56                
Vardenis4207        Pavardenis4207      5                   5.56                
Vardenis4856        Pavardenis4856      5                   5.56                
Vardenis4952        Pavardenis4952      5                   5.56                
Vardenis5398        Pavardenis5398      5                   5.56                
Vardenis5713        Pavardenis5713      5                   5.56                
Vardenis6536        Pavardenis6536      5                   5.56                
Vardenis6706        Pavardenis6706      5                   5.56                
Vardenis6725        Pavardenis6725      5                   5.56                
Vardenis6751        Pavardenis6751      5                   5.56                
Vardenis7124        Pavardenis7124      5                   5.56                
Vardenis7186        Pavardenis7186      5                   5.56                
Vardenis7420        Pavardenis7420      5                   5.56                
Vardenis8939        Pavardenis8939      5                   5.56                
Vardenis9129        Pavardenis9129      5                   5.56                
Vardenis1066        Pavardenis1066      6                   5.57                
Vardenis1592        Pavardenis1592      6                   5.57                
Vardenis3672        Pavardenis3672      6                   5.57                
Vardenis3678        Pavardenis3678      6                   5.57                
Vardenis3784        Pavardenis3784      6                   5.57                
Vardenis4054        Pavardenis4054      6                   5.57                
Vardenis4327        Pavardenis4327      6                   5.57                
Vardenis4469        Pavardenis4469      6                   5.57                
Vardenis4743        Pavardenis4743      6                   5.57                
Vardenis5057        Pavardenis5057      6                   5.57                
Vardenis5274        Pavardenis5274      6                   5.57                
Vardenis5856        Pavardenis5856      6                   5.57                
Vardenis7117        Pavardenis7117      6                   5.57                
Vardenis7199        Pavardenis7199      6                   5.57                
Vardenis7316        Pavardenis7316      6                   5.57                
Vardenis8042        Pavardenis8042      6                   5.57                
Vardenis8933        Pavardenis8933      6                   5.57                
Vardenis9088        Pavardenis9088      6                   5.57                
Vardenis9448        Pavardenis9448      6                   5.57                
Vardenis9547        Pavardenis9547      6                   5.57                
Vardenis633         Pavardenis633       5                   5.59                
Vardenis1187        Pavardenis1187      5                   5.59                
Vardenis1888        Pavardenis1888      5                   5.59                
Vardenis2387        Pavardenis2387      5                   5.59                
Vardenis2571        Pavardenis2571      5                   5.59                
Vardenis2640        Pavardenis2640      5                   5.59                
Vardenis3218        Pavardenis3218      5                   5.59                
Vardenis3569        Pavardenis3569      5                   5.59                
Vardenis3877        Pavardenis3877      5                   5.59                
Vardenis4421        Pavardenis4421      5                   5.59                
Vardenis4474        Pavardenis4474      5                   5.59                
Vardenis4651        Pavardenis4651      5                   5.59                
Vardenis6255        Pavardenis6255      5                   5.59                
Vardenis8051        Pavardenis8051      5                   5.59                
Vardenis8202        Pavardenis8202      5                   5.59                
Vardenis8268        Pavardenis8268      5                   5.59                
Vardenis9949        Pavardenis9949      5                   5.59                
Vardenis434         Pavardenis434       6                   5.6                 
Vardenis1127        Pavardenis1127      6                   5.6                 
Vardenis1246        Pavardenis1246      6                   5.6                 
Vardenis1567        Pavardenis1567      6                   5.6                 
Vardenis1915        Pavardenis1915      6                   5.6                 
Vardenis2378        Pavardenis2378      6                   5.6                 
Vardenis2628        Pavardenis2628      6                   5.6                 
Vardenis2920        Pavardenis2920      6                   5.6                 
Vardenis3495        Pavardenis3495      6                   5.6                 
Vardenis3664        Pavardenis3664      6                   5.6                 
Vardenis4184        Pavardenis4184      6                   5.6                 
Vardenis4268        Pavardenis4268      6                   5.6                 
Vardenis4488        Pavardenis4488      6                   5.6                 
Vardenis6521        Pavardenis6521      6                   5.6                 
Vardenis7056        Pavardenis7056      6                   5.6                 
Vardenis7312        Pavardenis7312      6                   5.6                 
Vardenis7323        Pavardenis7323      6                   5.6                 
Vardenis7811        Pavardenis7811      6                   5.6                 
Vardenis7982        Pavardenis7982      6                   5.6                 
Vardenis8212        Pavardenis8212      6                   5.6                 
Vardenis8366        Pavardenis8366      6                   5.6                 
Vardenis8583        Pavardenis8583      6                   5.6                 
Vardenis9212        Pavardenis9212      6                   5.6                 
Vardenis9278        Pavardenis9278      6                   5.6                 
Vardenis9481        Pavardenis9481      6                   5.6                 
Vardenis9528        Pavardenis9528      6                   5.6                 
Vardenis1681        Pavardenis1681      5                   5.61                
Vardenis2158        Pavardenis2158      5                   5.61                
Vardenis2429        Pavardenis2429      5                   5.61                
Vardenis2488        Pavardenis2488      5                   5.61                
Vardenis3233        Pavardenis3233      7                   5.61                
Vardenis3259        Pavardenis3259      5                   5.61                
Vardenis4176        Pavardenis4176      5                   5.61                
Vardenis4628        Pavardenis4628      5                   5.61                
Vardenis5132        Pavardenis5132      5                   5.61                
Vardenis5212        Pavardenis5212      5                   5.61                
Vardenis6516        Pavardenis6516      5                   5.61                
Vardenis8769        Pavardenis8769      5                   5.61                
Vardenis9183        Pavardenis9183      5                   5.61                
Vardenis526         Pavardenis526       6                   5.63                
Vardenis1060        Pavardenis1060      6                   5.63                
Vardenis1215        Pavardenis1215      6                   5.63                
Vardenis1218        Pavardenis1218      6                   5.63                
Vardenis1455        Pavardenis1455      6                   5.63                
Vardenis1605        Pavardenis1605      6                   5.63                
Vardenis1648        Pavardenis1648      6                   5.63                
Vardenis1937        Pavardenis1937      6                   5.63                
Vardenis2434        Pavardenis2434      6                   5.63                
Vardenis2599        Pavardenis2599      6                   5.63                
Vardenis2724        Pavardenis2724      6                   5.63                
Vardenis3366        Pavardenis3366      6                   5.63                
Vardenis3389        Pavardenis3389      6                   5.63                
Vardenis3547        Pavardenis3547      6                   5.63                
Vardenis3959        Pavardenis3959      6                   5.63                
Vardenis4708        Pavardenis4708      6                   5.63                
Vardenis5204        Pavardenis5204      6                   5.63                
Vardenis5275        Pavardenis5275      6                   5.63                
Vardenis5286        Pavardenis5286      6                   5.63                
Vardenis5620        Pavardenis5620      6                   5.63                
Vardenis5728        Pavardenis5728      6                   5.63                
Vardenis6090        Pavardenis6090      6                   5.63                
Vardenis6116        Pavardenis6116      6                   5.63                
Vardenis6218        Pavardenis6218      6                   5.63                
Vardenis6276        Pavardenis6276      6                   5.63                
Vardenis6297        Pavardenis6297      6                   5.63                
Vardenis7084        Pavardenis7084      6                   5.63                
Vardenis7118        Pavardenis7118      6                   5.63                
Vardenis7457        Pavardenis7457      6                   5.63                
Vardenis8120        Pavardenis8120      6                   5.63                
Vardenis8144        Pavardenis8144      6                   5.63                
Vardenis8468        Pavardenis8468      6                   5.63                
Vardenis8601        Pavardenis8601      6                   5.63                
Vardenis8909        Pavardenis8909      6                   5.63                
Vardenis9095        Pavardenis9095      6                   5.63                
Vardenis9170        Pavardenis9170      6                   5.63                
Vardenis9501        Pavardenis9501      6                   5.63                
Vardenis1402        Pavardenis1402      5                   5.64                
Vardenis4087        Pavardenis4087      7                   5.64                
Vardenis5573        Pavardenis5573      5                   5.64                
Vardenis5985        Pavardenis5985      5                   5.64                
Vardenis6001        Pavardenis6001      5                   5.64                
Vardenis6848        Pavardenis6848      5                   5.64                
Vardenis7349        Pavardenis7349      7                   5.64                
Vardenis7769        Pavardenis7769      7                   5.64                
Vardenis8061        Pavardenis8061      5                   5.64                
Vardenis8320        Pavardenis8320      5                   5.64                
Vardenis9189        Pavardenis9189      7                   5.64                
Vardenis9880        Pavardenis9880      5                   5.64                
Vardenis747         Pavardenis747       6                   5.65                
Vardenis1924        Pavardenis1924      6                   5.65                
Vardenis2399        Pavardenis2399      6                   5.65                
Vardenis2418        Pavardenis2418      6                   5.65                
Vardenis3025        Pavardenis3025      6                   5.65                
Vardenis3234        Pavardenis3234      6                   5.65                
Vardenis3761        Pavardenis3761      6                   5.65                
Vardenis3911        Pavardenis3911      6                   5.65                
Vardenis4976        Pavardenis4976      6                   5.65                
Vardenis5423        Pavardenis5423      6                   5.65                
Vardenis5538        Pavardenis5538      6                   5.65                
Vardenis6221        Pavardenis6221      6                   5.65                
Vardenis6311        Pavardenis6311      6                   5.65                
Vardenis6342        Pavardenis6342      6                   5.65                
Vardenis6508        Pavardenis6508      6                   5.65                
Vardenis6530        Pavardenis6530      6                   5.65                
Vardenis7264        Pavardenis7264      6                   5.65                
Vardenis7656        Pavardenis7656      6                   5.65                
Vardenis8058        Pavardenis8058      6                   5.65                
Vardenis8271        Pavardenis8271      6                   5.65                
Vardenis8336        Pavardenis8336      6                   5.65                
Vardenis8590        Pavardenis8590      6                   5.65                
Vardenis8852        Pavardenis8852      6                   5.65                
Vardenis9162        Pavardenis9162      6                   5.65                
Vardenis9424        Pavardenis9424      6                   5.65                
Vardenis9555        Pavardenis9555      6                   5.65                
Vardenis9587        Pavardenis9587      6                   5.65                
Vardenis9610        Pavardenis9610      6                   5.65                
Vardenis1712        Pavardenis1712      7                   5.67                
Vardenis2088        Pavardenis2088      5                   5.67                
Vardenis2932        Pavardenis2932      5                   5.67                
Vardenis3517        Pavardenis3517      5                   5.67                
Vardenis5210        Pavardenis5210      5                   5.67                
Vardenis5494        Pavardenis5494      5                   5.67                
Vardenis6239        Pavardenis6239      5                   5.67                
Vardenis7332        Pavardenis7332      5                   5.67                
Vardenis80          Pavardenis80        6                   5.68                
Vardenis504         Pavardenis504       6                   5.68                
Vardenis1074        Pavardenis1074      6                   5.68                
Vardenis1120        Pavardenis1120      6                   5.68                
Vardenis1515        Pavardenis1515      6                   5.68                
Vardenis1673        Pavardenis1673      6                   5.68                
Vardenis1691        Pavardenis1691      6                   5.68                
Vardenis2039        Pavardenis2039      6                   5.68                
Vardenis2216        Pavardenis2216      6                   5.68                
Vardenis2498        Pavardenis2498      6                   5.68                
Vardenis3078        Pavardenis3078      6                   5.68                
Vardenis3096        Pavardenis3096      6                   5.68                
Vardenis3217        Pavardenis3217      6                   5.68                
Vardenis3531        Pavardenis3531      6                   5.68                
Vardenis3652        Pavardenis3652      6                   5.68                
Vardenis3840        Pavardenis3840      6                   5.68                
Vardenis4091        Pavardenis4091      6                   5.68                
Vardenis4168        Pavardenis4168      6                   5.68                
Vardenis4789        Pavardenis4789      6                   5.68                
Vardenis4938        Pavardenis4938      6                   5.68                
Vardenis4945        Pavardenis4945      6                   5.68                
Vardenis5801        Pavardenis5801      6                   5.68                
Vardenis6364        Pavardenis6364      6                   5.68                
Vardenis6677        Pavardenis6677      6                   5.68                
Vardenis6894        Pavardenis6894      6                   5.68                
Vardenis7212        Pavardenis7212      6                   5.68                
Vardenis7218        Pavardenis7218      6                   5.68                
Vardenis7261        Pavardenis7261      6                   5.68                
Vardenis7729        Pavardenis7729      6                   5.68                
Vardenis7863        Pavardenis7863      6                   5.68                
Vardenis8454        Pavardenis8454      6                   5.68                
Vardenis8724        Pavardenis8724      6                   5.68                
Vardenis8794        Pavardenis8794      6                   5.68                
Vardenis9049        Pavardenis9049      6                   5.68                
Vardenis9277        Pavardenis9277      6                   5.68                
Vardenis9544        Pavardenis9544      6                   5.68                
Vardenis9611        Pavardenis9611      6                   5.68                
Vardenis9641        Pavardenis9641      6                   5.68                
Vardenis9674        Pavardenis9674      6                   5.68                
Vardenis158         Pavardenis158       5                   5.69                
Vardenis1444        Pavardenis1444      5                   5.69                
Vardenis2292        Pavardenis2292      5                   5.69                
Vardenis2652        Pavardenis2652      5                   5.69                
Vardenis2734        Pavardenis2734      5                   5.69                
Vardenis2946        Pavardenis2946      5                   5.69                
Vardenis4565        Pavardenis4565      5                   5.69                
Vardenis4941        Pavardenis4941      5                   5.69                
Vardenis5881        Pavardenis5881      5                   5.69                
Vardenis7505        Pavardenis7505      5                   5.69                
Vardenis7624        Pavardenis7624      7                   5.69                
Vardenis8015        Pavardenis8015      5                   5.69                
Vardenis9580        Pavardenis9580      5                   5.69                
Vardenis25          Pavardenis25        6                   5.71                
Vardenis280         Pavardenis280       6                   5.71                
Vardenis477         Pavardenis477       6                   5.71                
Vardenis847         Pavardenis847       6                   5.71                
Vardenis960         Pavardenis960       6                   5.71                
Vardenis1849        Pavardenis1849      6                   5.71                
Vardenis2355        Pavardenis2355      6                   5.71                
Vardenis2795        Pavardenis2795      6                   5.71                
Vardenis2828        Pavardenis2828      6                   5.71                
Vardenis3022        Pavardenis3022      6                   5.71                
Vardenis3328        Pavardenis3328      6                   5.71                
Vardenis3468        Pavardenis3468      6                   5.71                
Vardenis3750        Pavardenis3750      6                   5.71                
Vardenis3867        Pavardenis3867      6                   5.71                
Vardenis4004        Pavardenis4004      6                   5.71                
Vardenis4519        Pavardenis4519      6                   5.71                
Vardenis4577        Pavardenis4577      6                   5.71                
Vardenis5151        Pavardenis5151      6                   5.71                
Vardenis5309        Pavardenis5309      6                   5.71                
Vardenis5537        Pavardenis5537      6                   5.71                
Vardenis5631        Pavardenis5631      6                   5.71                
Vardenis6328        Pavardenis6328      6                   5.71                
Vardenis6376        Pavardenis6376      6                   5.71                
Vardenis6940        Pavardenis6940      6                   5.71                
Vardenis7419        Pavardenis7419      6                   5.71                
Vardenis7469        Pavardenis7469      6                   5.71                
Vardenis7976        Pavardenis7976      6                   5.71                
Vardenis8163        Pavardenis8163      6                   5.71                
Vardenis8441        Pavardenis8441      6                   5.71                
Vardenis9051        Pavardenis9051      6                   5.71                
Vardenis9688        Pavardenis9688      6                   5.71                
Vardenis9716        Pavardenis9716      6                   5.71                
Vardenis9859        Pavardenis9859      6                   5.71                
Vardenis9874        Pavardenis9874      6                   5.71                
Vardenis88          Pavardenis88        5                   5.72                
Vardenis628         Pavardenis628       7                   5.72                
Vardenis1363        Pavardenis1363      5                   5.72                
Vardenis1981        Pavardenis1981      5                   5.72                
Vardenis3690        Pavardenis3690      5                   5.72                
Vardenis3774        Pavardenis3774      7                   5.72                
Vardenis3777        Pavardenis3777      7                   5.72                
Vardenis3875        Pavardenis3875      5                   5.72                
Vardenis6515        Pavardenis6515      5                   5.72                
Vardenis7158        Pavardenis7158      5                   5.72                
Vardenis723         Pavardenis723       6                   5.73                
Vardenis894         Pavardenis894       6                   5.73                
Vardenis914         Pavardenis914       6                   5.73                
Vardenis1032        Pavardenis1032      6                   5.73                
Vardenis1106        Pavardenis1106      6                   5.73                
Vardenis1206        Pavardenis1206      6                   5.73                
Vardenis1295        Pavardenis1295      6                   5.73                
Vardenis1653        Pavardenis1653      6                   5.73                
Vardenis1857        Pavardenis1857      6                   5.73                
Vardenis2195        Pavardenis2195      6                   5.73                
Vardenis2224        Pavardenis2224      6                   5.73                
Vardenis2302        Pavardenis2302      6                   5.73                
Vardenis2336        Pavardenis2336      6                   5.73                
Vardenis3588        Pavardenis3588      6                   5.73                
Vardenis3801        Pavardenis3801      6                   5.73                
Vardenis4426        Pavardenis4426      6                   5.73                
Vardenis4723        Pavardenis4723      6                   5.73                
Vardenis4788        Pavardenis4788      6                   5.73                
Vardenis4853        Pavardenis4853      6                   5.73                
Vardenis5168        Pavardenis5168      6                   5.73                
Vardenis5308        Pavardenis5308      6                   5.73                
Vardenis5431        Pavardenis5431      6                   5.73                
Vardenis5447        Pavardenis5447      6                   5.73                
Vardenis5545        Pavardenis5545      6                   5.73                
Vardenis5660        Pavardenis5660      6                   5.73                
Vardenis6036        Pavardenis6036      6                   5.73                
Vardenis6184        Pavardenis6184      6                   5.73                
Vardenis6244        Pavardenis6244      6                   5.73                
Vardenis6320        Pavardenis6320      6                   5.73                
Vardenis6354        Pavardenis6354      6                   5.73                
Vardenis6385        Pavardenis6385      6                   5.73                
Vardenis6597        Pavardenis6597      6                   5.73                
Vardenis6612        Pavardenis6612      6                   5.73                
Vardenis6844        Pavardenis6844      6                   5.73                
Vardenis6860        Pavardenis6860      6                   5.73                
Vardenis7198        Pavardenis7198      6                   5.73                
Vardenis7213        Pavardenis7213      6                   5.73                
Vardenis7467        Pavardenis7467      6                   5.73                
Vardenis7625        Pavardenis7625      6                   5.73                
Vardenis7721        Pavardenis7721      6                   5.73                
Vardenis7890        Pavardenis7890      6                   5.73                
Vardenis7963        Pavardenis7963      6                   5.73                
Vardenis8301        Pavardenis8301      6                   5.73                
Vardenis8788        Pavardenis8788      6                   5.73                
Vardenis9062        Pavardenis9062      6                   5.73                
Vardenis9264        Pavardenis9264      6                   5.73                
Vardenis9465        Pavardenis9465      6                   5.73                
Vardenis9842        Pavardenis9842      6                   5.73                
Vardenis170         Pavardenis170       5                   5.75                
Vardenis1068        Pavardenis1068      7                   5.75                
Vardenis3162        Pavardenis3162      5                   5.75                
Vardenis3789        Pavardenis3789      7                   5.75                
Vardenis6865        Pavardenis6865      7                   5.75                
Vardenis7098        Pavardenis7098      5                   5.75                
Vardenis7570        Pavardenis7570      7                   5.75                
Vardenis7604        Pavardenis7604      5                   5.75                
Vardenis7608        Pavardenis7608      5                   5.75                
Vardenis9269        Pavardenis9269      7                   5.75                
Vardenis116         Pavardenis116       6                   5.76                
Vardenis244         Pavardenis244       6                   5.76                
Vardenis299         Pavardenis299       6                   5.76                
Vardenis356         Pavardenis356       6                   5.76                
Vardenis788         Pavardenis788       6                   5.76                
Vardenis1100        Pavardenis1100      6                   5.76                
Vardenis2810        Pavardenis2810      6                   5.76                
Vardenis2988        Pavardenis2988      6                   5.76                
Vardenis3208        Pavardenis3208      6                   5.76                
Vardenis4814        Pavardenis4814      6                   5.76                
Vardenis4849        Pavardenis4849      6                   5.76                
Vardenis5333        Pavardenis5333      6                   5.76                
Vardenis5448        Pavardenis5448      6                   5.76                
Vardenis5550        Pavardenis5550      6                   5.76                
Vardenis5634        Pavardenis5634      6                   5.76                
Vardenis5803        Pavardenis5803      6                   5.76                
Vardenis6336        Pavardenis6336      6                   5.76                
Vardenis6365        Pavardenis6365      6                   5.76                
Vardenis6553        Pavardenis6553      6                   5.76                
Vardenis6711        Pavardenis6711      6                   5.76                
Vardenis7634        Pavardenis7634      6                   5.76                
Vardenis7688        Pavardenis7688      6                   5.76                
Vardenis8137        Pavardenis8137      6                   5.76                
Vardenis8357        Pavardenis8357      6                   5.76                
Vardenis8868        Pavardenis8868      6                   5.76                
Vardenis9144        Pavardenis9144      6                   5.76                
Vardenis9310        Pavardenis9310      6                   5.76                
Vardenis9672        Pavardenis9672      6                   5.76                
Vardenis9877        Pavardenis9877      6                   5.76                
Vardenis9975        Pavardenis9975      6                   5.76                
Vardenis1876        Pavardenis1876      5                   5.77                
Vardenis3289        Pavardenis3289      5                   5.77                
Vardenis3830        Pavardenis3830      5                   5.77                
Vardenis9460        Pavardenis9460      7                   5.77                
Vardenis307         Pavardenis307       6                   5.79                
Vardenis605         Pavardenis605       6                   5.79                
Vardenis702         Pavardenis702       6                   5.79                
Vardenis992         Pavardenis992       6                   5.79                
Vardenis1129        Pavardenis1129      6                   5.79                
Vardenis1449        Pavardenis1449      6                   5.79                
Vardenis1898        Pavardenis1898      6                   5.79                
Vardenis1973        Pavardenis1973      6                   5.79                
Vardenis2063        Pavardenis2063      6                   5.79                
Vardenis2151        Pavardenis2151      6                   5.79                
Vardenis2397        Pavardenis2397      6                   5.79                
Vardenis2650        Pavardenis2650      6                   5.79                
Vardenis3029        Pavardenis3029      6                   5.79                
Vardenis3110        Pavardenis3110      6                   5.79                
Vardenis3887        Pavardenis3887      6                   5.79                
Vardenis4055        Pavardenis4055      6                   5.79                
Vardenis4351        Pavardenis4351      6                   5.79                
Vardenis4709        Pavardenis4709      6                   5.79                
Vardenis5279        Pavardenis5279      6                   5.79                
Vardenis5360        Pavardenis5360      6                   5.79                
Vardenis5495        Pavardenis5495      6                   5.79                
Vardenis6092        Pavardenis6092      6                   5.79                
Vardenis6465        Pavardenis6465      6                   5.79                
Vardenis6594        Pavardenis6594      6                   5.79                
Vardenis7150        Pavardenis7150      6                   5.79                
Vardenis7367        Pavardenis7367      6                   5.79                
Vardenis7509        Pavardenis7509      6                   5.79                
Vardenis7853        Pavardenis7853      6                   5.79                
Vardenis8079        Pavardenis8079      6                   5.79                
Vardenis8367        Pavardenis8367      6                   5.79                
Vardenis9112        Pavardenis9112      6                   5.79                
Vardenis9566        Pavardenis9566      6                   5.79                
Vardenis9686        Pavardenis9686      6                   5.79                
Vardenis1177        Pavardenis1177      5                   5.8                 
Vardenis1223        Pavardenis1223      5                   5.8                 
Vardenis3295        Pavardenis3295      7                   5.8                 
Vardenis5677        Pavardenis5677      7                   5.8                 
Vardenis7301        Pavardenis7301      7                   5.8                 
Vardenis7384        Pavardenis7384      7                   5.8                 
Vardenis8653        Pavardenis8653      7                   5.8                 
Vardenis8749        Pavardenis8749      5                   5.8                 
Vardenis8920        Pavardenis8920      7                   5.8                 
Vardenis8983        Pavardenis8983      7                   5.8                 
Vardenis9570        Pavardenis9570      7                   5.8                 
Vardenis9866        Pavardenis9866      7                   5.8                 
Vardenis629         Pavardenis629       6                   5.81                
Vardenis796         Pavardenis796       6                   5.81                
Vardenis964         Pavardenis964       6                   5.81                
Vardenis1677        Pavardenis1677      6                   5.81                
Vardenis1719        Pavardenis1719      6                   5.81                
Vardenis2445        Pavardenis2445      6                   5.81                
Vardenis2523        Pavardenis2523      6                   5.81                
Vardenis3198        Pavardenis3198      6                   5.81                
Vardenis3288        Pavardenis3288      6                   5.81                
Vardenis4146        Pavardenis4146      6                   5.81                
Vardenis4274        Pavardenis4274      6                   5.81                
Vardenis4330        Pavardenis4330      6                   5.81                
Vardenis5079        Pavardenis5079      6                   5.81                
Vardenis5260        Pavardenis5260      6                   5.81                
Vardenis5477        Pavardenis5477      6                   5.81                
Vardenis5480        Pavardenis5480      6                   5.81                
Vardenis5707        Pavardenis5707      6                   5.81                
Vardenis5847        Pavardenis5847      6                   5.81                
Vardenis6093        Pavardenis6093      6                   5.81                
Vardenis6432        Pavardenis6432      6                   5.81                
Vardenis6792        Pavardenis6792      6                   5.81                
Vardenis7647        Pavardenis7647      6                   5.81                
Vardenis7667        Pavardenis7667      6                   5.81                
Vardenis7984        Pavardenis7984      6                   5.81                
Vardenis8323        Pavardenis8323      6                   5.81                
Vardenis8359        Pavardenis8359      6                   5.81                
Vardenis8510        Pavardenis8510      6                   5.81                
Vardenis8669        Pavardenis8669      6                   5.81                
Vardenis8678        Pavardenis8678      6                   5.81                
Vardenis9293        Pavardenis9293      6                   5.81                
Vardenis9376        Pavardenis9376      6                   5.81                
Vardenis9410        Pavardenis9410      6                   5.81                
Vardenis9557        Pavardenis9557      6                   5.81                
Vardenis9678        Pavardenis9678      6                   5.81                
Vardenis9891        Pavardenis9891      6                   5.81                
Vardenis9897        Pavardenis9897      6                   5.81                
Vardenis190         Pavardenis190       5                   5.83                
Vardenis279         Pavardenis279       7                   5.83                
Vardenis1521        Pavardenis1521      7                   5.83                
Vardenis5655        Pavardenis5655      5                   5.83                
Vardenis6071        Pavardenis6071      7                   5.83                
Vardenis7041        Pavardenis7041      5                   5.83                
Vardenis7281        Pavardenis7281      7                   5.83                
Vardenis8491        Pavardenis8491      5                   5.83                
Vardenis101         Pavardenis101       6                   5.84                
Vardenis152         Pavardenis152       6                   5.84                
Vardenis581         Pavardenis581       6                   5.84                
Vardenis811         Pavardenis811       6                   5.84                
Vardenis1147        Pavardenis1147      6                   5.84                
Vardenis1211        Pavardenis1211      6                   5.84                
Vardenis1434        Pavardenis1434      6                   5.84                
Vardenis1985        Pavardenis1985      6                   5.84                
Vardenis2109        Pavardenis2109      6                   5.84                
Vardenis2528        Pavardenis2528      6                   5.84                
Vardenis2642        Pavardenis2642      6                   5.84                
Vardenis2715        Pavardenis2715      6                   5.84                
Vardenis3008        Pavardenis3008      6                   5.84                
Vardenis3046        Pavardenis3046      6                   5.84                
Vardenis3536        Pavardenis3536      6                   5.84                
Vardenis3555        Pavardenis3555      6                   5.84                
Vardenis3866        Pavardenis3866      6                   5.84                
Vardenis4051        Pavardenis4051      6                   5.84                
Vardenis4296        Pavardenis4296      6                   5.84                
Vardenis4468        Pavardenis4468      6                   5.84                
Vardenis4572        Pavardenis4572      6                   5.84                
Vardenis6014        Pavardenis6014      6                   5.84                
Vardenis6250        Pavardenis6250      6                   5.84                
Vardenis6804        Pavardenis6804      6                   5.84                
Vardenis6979        Pavardenis6979      6                   5.84                
Vardenis7337        Pavardenis7337      6                   5.84                
Vardenis7571        Pavardenis7571      6                   5.84                
Vardenis7791        Pavardenis7791      6                   5.84                
Vardenis8003        Pavardenis8003      6                   5.84                
Vardenis8286        Pavardenis8286      6                   5.84                
Vardenis8710        Pavardenis8710      6                   5.84                
Vardenis8936        Pavardenis8936      6                   5.84                
Vardenis9373        Pavardenis9373      6                   5.84                
Vardenis9517        Pavardenis9517      6                   5.84                
Vardenis9743        Pavardenis9743      6                   5.84                
Vardenis9839        Pavardenis9839      6                   5.84                
Vardenis9868        Pavardenis9868      6                   5.84                
Vardenis106         Pavardenis106       7                   5.85                
Vardenis130         Pavardenis130       5                   5.85                
Vardenis1327        Pavardenis1327      7                   5.85                
Vardenis1746        Pavardenis1746      7                   5.85                
Vardenis2291        Pavardenis2291      7                   5.85                
Vardenis2853        Pavardenis2853      7                   5.85                
Vardenis4042        Pavardenis4042      7                   5.85                
Vardenis4149        Pavardenis4149      5                   5.85                
Vardenis4875        Pavardenis4875      7                   5.85                
Vardenis8229        Pavardenis8229      7                   5.85                
Vardenis9026        Pavardenis9026      7                   5.85                
Vardenis9402        Pavardenis9402      7                   5.85                
Vardenis640         Pavardenis640       6                   5.87                
Vardenis803         Pavardenis803       6                   5.87                
Vardenis1247        Pavardenis1247      6                   5.87                
Vardenis1440        Pavardenis1440      6                   5.87                
Vardenis1474        Pavardenis1474      6                   5.87                
Vardenis1600        Pavardenis1600      6                   5.87                
Vardenis1867        Pavardenis1867      6                   5.87                
Vardenis1891        Pavardenis1891      6                   5.87                
Vardenis2094        Pavardenis2094      6                   5.87                
Vardenis2097        Pavardenis2097      6                   5.87                
Vardenis2296        Pavardenis2296      6                   5.87                
Vardenis2346        Pavardenis2346      6                   5.87                
Vardenis2441        Pavardenis2441      6                   5.87                
Vardenis2592        Pavardenis2592      6                   5.87                
Vardenis2691        Pavardenis2691      6                   5.87                
Vardenis2740        Pavardenis2740      6                   5.87                
Vardenis2833        Pavardenis2833      6                   5.87                
Vardenis2960        Pavardenis2960      6                   5.87                
Vardenis3238        Pavardenis3238      6                   5.87                
Vardenis3274        Pavardenis3274      6                   5.87                
Vardenis3357        Pavardenis3357      6                   5.87                
Vardenis3666        Pavardenis3666      6                   5.87                
Vardenis3671        Pavardenis3671      6                   5.87                
Vardenis4100        Pavardenis4100      6                   5.87                
